upc,product_description,commodity,brand,product_size,brand_commodity,brand_commodity_unique,brand_commodity_size,brand_commodity_size_unique
9999985048,PRIVATE LABEL FARFALLE BOWTIES,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985049,PRIVATE LABEL RIGATONI(MANICHE R),pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985050,PRIVATE LABEL FUSILLI-ROTINI-SPRL,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985051,PRIVATE LABEL SPAGHETTI THIN,pasta,Private Label,32OZ,Private Label pasta,,Private Label pasta 32OZ,
9999985052,PRIVATE LABEL ELBOW MACARONI,pasta,Private Label,32 OZ,Private Label pasta,,Private Label pasta 32 OZ,
9999985053,PRIVATE LABEL CONCHIGLIE RIGATE SHL,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985054,PRIVATE LABEL CAMPANELLE,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985055,PRIVATE LABEL TORTIGLIONI PSTA,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985056,PRIVATE LABEL CAVATAPPI PASTA,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985058,PRIVATE LABEL DITALLINI MACARONI,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985059,PRIVATE LABEL STARS MACARONI,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985060,PRIVATE LABEL THIN SPAGHETTI,pasta,Private Label,48 OZ,Private Label pasta,,Private Label pasta 48 OZ,
9999985061,PRIVATE LABEL ELBOW MACARONI,pasta,Private Label,48 OZ,Private Label pasta,,Private Label pasta 48 OZ,
9999985066,PRIVATE LABEL ACINI DE PEPE SOUP CUT,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985067,PRIVATE LABEL VERMICELLI,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985068,PRIVATE LABEL ANGEL HAIR PASTA,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985070,PRIVATE LABEL SALAD SHELLS,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985071,PRIVATE LABEL SALAD ROTINI BAG,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985072,PRIVATE LABEL RAINBOW SALAD TWIRLS BAG,pasta,Private Label,12 OZ,Private Label pasta,,Private Label pasta 12 OZ,
9999985093,PRIVATE LABEL ORZO MACARONI,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985126,PRIVATE LABEL EXTRA WIDE NOODLES,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985127,PRIVATE LABEL WIDE EGG NOODLES,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985128,PRIVATE LABEL MEDIUM NOODLES,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985130,PRIVATE LABEL RST GARLIC & HERB THIN,pasta,Private Label Premium,12 OZ,Private Label Premium pasta,,Private Label Premium pasta 12 OZ,
9999985131,PRIVATE LABEL IMPORTED LASAGNA,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985132,PRIVATE LABEL YOLK FREE NOODLES,pasta,Private Label,12 OZ,Private Label pasta,,Private Label pasta 12 OZ,
9999985133,PRIVATE LABEL SPAGHETTI,pasta,Private Label,8 OZ,Private Label pasta,,Private Label pasta 8 OZ,
9999985134,PRIVATE LABEL LINGUINE,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985137,PRIVATE LABEL ITALIAN MANICOTTI,pasta,Private Label Premium,8.8 OZ,Private Label Premium pasta,,Private Label Premium pasta 8.8 OZ,
9999985165,PRIVATE LABEL BOWTIES,pasta,Private Label,12 OZ,Private Label pasta,,Private Label pasta 12 OZ,
9999985215,PRIVATE LABEL GEMELLI,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985216,PRIVATE LABEL ORZO,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985217,PRIVATE LABEL ALPHABETS,pasta,Private Label,16 OZ,Private Label pasta,,Private Label pasta 16 OZ,
9999985260,PRIVATE LABEL COMPLETE PANCAKE MIX,pancake mixes,Private Label,32 OZ,Private Label pancake mixes,,Private Label pancake mixes 32 OZ,
9999985261,PRIVATE LABEL COMPLETE PANCAKE MIX,pancake mixes,Private Label,2 LB,Private Label pancake mixes,,Private Label pancake mixes 2 LB,
9999985488,PRIVATE LABEL ITAL NESTED ANGEL HAIR,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
9999985766,PRIVATE LABEL ITALIAN TRI COLORE CRE,pasta,Private Label Premium,16 OZ,Private Label Premium pasta,,Private Label Premium pasta 16 OZ,
